,reg_t_title_ru,use_of_the_mobile_app,COUNT(DISTINCT users_transactions_car_id)
2343,Тольятти,2022-01-06,27
2344,Тольятти,2022-01-07,27
2345,Тольятти,2022-01-08,26
2346,Тольятти,2022-01-09,26
2347,Тольятти,2022-01-10,26
2348,Тольятти,2022-01-11,25
2349,Тольятти,2022-01-12,26
2350,Тольятти,2022-01-13,24
2351,Тольятти,2022-01-14,25
2352,Тольятти,2022-01-15,23
2353,Тольятти,2022-01-16,24
2354,Тольятти,2022-01-17,23
2355,Тольятти,2022-01-18,25
2356,Тольятти,2022-01-19,25
2357,Тольятти,2022-01-20,26
2358,Тольятти,2022-01-21,26
2359,Тольятти,2022-01-22,22
2360,Тольятти,2022-01-23,23
2361,Тольятти,2022-01-24,24
2362,Тольятти,2022-01-25,25
2363,Тольятти,2022-01-26,26
2364,Тольятти,2022-01-27,26
2365,Тольятти,2022-01-28,25
2366,Тольятти,2022-01-29,26
2367,Тольятти,2022-01-30,26
2368,Тольятти,2022-01-31,25
2369,Тольятти,2022-02-01,26
2370,Тольятти,2022-02-02,26
2371,Тольятти,2022-02-03,25
2372,Тольятти,2022-02-04,24
2373,Тольятти,2022-02-05,26
2374,Тольятти,2022-02-06,25
2375,Тольятти,2022-02-07,25
2376,Тольятти,2022-02-08,25
2377,Тольятти,2022-02-09,26
2378,Тольятти,2022-02-10,27
2379,Тольятти,2022-02-11,25
2380,Тольятти,2022-02-12,25
2381,Тольятти,2022-02-13,26
2382,Тольятти,2022-02-14,24
2383,Тольятти,2022-02-15,25
2384,Тольятти,2022-02-16,21
2385,Тольятти,2022-02-17,23
2386,Тольятти,2022-02-18,22
2387,Тольятти,2022-02-19,25
2388,Тольятти,2022-02-20,25
2389,Тольятти,2022-02-21,25
2390,Тольятти,2022-02-22,24
2391,Тольятти,2022-02-23,26
2392,Тольятти,2022-02-24,24
2393,Тольятти,2022-02-25,24
2394,Тольятти,2022-02-26,23
2395,Тольятти,2022-02-27,24
2396,Тольятти,2022-02-28,22
2397,Тольятти,2022-03-01,24
2398,Тольятти,2022-03-02,23
2399,Тольятти,2022-03-03,24
2400,Тольятти,2022-03-04,24
2401,Тольятти,2022-03-05,26
2402,Тольятти,2022-03-06,26
2403,Тольятти,2022-03-07,27
2404,Тольятти,2022-03-08,26
2405,Тольятти,2022-03-09,24
2406,Тольятти,2022-03-10,24
2407,Тольятти,2022-03-11,23
2408,Тольятти,2022-03-12,23
2409,Тольятти,2022-03-13,22
2410,Тольятти,2022-03-14,21
2411,Тольятти,2022-03-15,22
2412,Тольятти,2022-03-16,21
2413,Тольятти,2022-03-17,19
2414,Тольятти,2022-03-18,17
2415,Тольятти,2022-03-19,15
2416,Тольятти,2022-03-20,17
2417,Тольятти,2022-03-21,14
2418,Тольятти,2022-03-22,11
2419,Тольятти,2022-03-23,13
2420,Тольятти,2022-03-24,13
2421,Тольятти,2022-03-25,10
2422,Тольятти,2022-03-26,11
2423,Тольятти,2022-03-27,10
2424,Тольятти,2022-03-28,11
2425,Тольятти,2022-03-29,11
2426,Тольятти,2022-03-30,10
2427,Тольятти,2022-03-31,9
2428,Тольятти,2022-04-01,9
2429,Тольятти,2022-04-02,4
2430,Тольятти,2022-04-03,4
2431,Тольятти,2022-04-04,2
2432,Тольятти,2022-04-05,3
2433,Тольятти,2022-04-06,2
2434,Тольятти,2022-04-07,3
2435,Тольятти,2022-04-08,2
2436,Тольятти,2022-04-09,2
2437,Тольятти,2022-04-10,2
2438,Тольятти,2022-04-11,2
2439,Тольятти,2022-04-12,2
2440,Тольятти,2022-04-24,2
